address,business_id,categories,city,name,postal_code,stars,state
"8989 E Via Linda, Ste 218",htNzGIFsWVRcuNXAFEZiTQ,"Home & Rental Insurance, Life Insurance, Financial Services, Insurance, Auto Insurance",Scottsdale,Allstate Insurance: Paulina Kalaj,85258,5.0,AZ
"10610 Metromont Pkwy, Ste 300",V4lqHS9JvdRjKI7-Y1LJvQ,"Insurance, Financial Services, Life Insurance",Charlotte,Liberty National Life Insurance,28269,1.0,NC
"8235 S Eastern Ave, Ste 160",uPs-BlHDIXbFdX9eMnZSTg,"Insurance, Financial Services, Financial Advising, Investing, Life Insurance",Las Vegas,Legacy Wealth Management Group of Las Vegas,89123,4.5,NV
"10040 W Cheyenne Ave, Ste 140",yiL2RaDn8q09RvrhFNFilQ,"Financial Services, Insurance, Auto Insurance, Life Insurance, Home & Rental Insurance",Las Vegas,Allstate Insurance: Joe Webster,89129,5.0,NV
"9640 W Tropicana Ave, Ste 106",rpBurVI-UgQMZuBWJWqmhA,"Health Insurance Offices, Insurance, Financial Advising, Health & Medical, Financial Services, Investing, Life Insurance",Las Vegas,Sun City Financial,89147,5.0,NV
"34225 N 27th Dr, Bldg 5, Ste 149",Y__4UnDUBNwQZmvK2uMRoA,"Financial Services, Auto Insurance, Insurance, Home & Rental Insurance, Life Insurance",Phoenix,Kerth Insurance & Associates,85085,3.5,AZ
"3315 W Craig Rd, Ste 110",XGfQGUj1GX7BfuOlpjOfDA,"Auto Insurance, Life Insurance, Home & Rental Insurance, Insurance, Financial Services",North Las Vegas,GEICO Insurance Agent,89032,2.5,NV
"300 E John St, Ste 122",ZtzEEY9T3l6mwr27mwm__w,"Home & Rental Insurance, Auto Insurance, Financial Services, Life Insurance, Insurance",Matthews,Allstate Insurance: Curtis P Ireland,28105,5.0,NC
"5940 S Rainbow Blvd, Ste 167",r_vyV25Z5aCHYiNYw1pFBQ,"Life Insurance, Financial Services, Insurance, Health & Medical, Health Insurance Offices",Las Vegas,Effortless Insurance,89118,5.0,NV
1837 E Indian School Rd,A8xaVmM6WFCVwgoLaV-tTg,"Home & Rental Insurance, Financial Services, Auto Insurance, Insurance, Life Insurance",Phoenix,Bill Hunter Insurance Brokers,85016,4.5,AZ
"2345 E Centennial Pkwy, Ste 114",eYvZ3U789PkYZpot5f2PmQ,"Financial Services, Banks & Credit Unions, Life Insurance, Auto Insurance, Insurance, Home & Rental Insurance",North Las Vegas,Ariel Rivera - State Farm Insurance Agent,89081,4.5,NV
"2162 N Lamb Blvd, Ste I",fSHNctJhKrjEPVYidGLJ3w,"Insurance, Life Insurance, Auto Insurance, Financial Services, Home & Rental Insurance",Las Vegas,Short Stop Insurance,89115,5.0,NV
"9699 N Hayden Rd, Ste E107",zFG5IbUkZMPYanGIEYlYew,"Financial Services, Life Insurance, Home & Rental Insurance, Insurance, Auto Insurance",Scottsdale,Allstate Insurance: Steve Froehle,85258,3.5,AZ
"701 N Green Valley Pkwy, Ste 207",bumTq2vGtYq-gTFXtcpWxQ,"Home & Rental Insurance, Auto Insurance, Life Insurance, Financial Services, Insurance",Henderson,Shelter Insurance,89074,3.5,NV
20660 N 40th St,eE31byofFhIN6c8t_Gxviw,"Insurance, Auto Insurance, Life Insurance, Home & Rental Insurance, Financial Services",Phoenix,ACC Insurance Agency,85050,5.0,AZ
"3415 W Craig Rd, Ste 201",sd4Bg0MBQOqG89BGOPcF9Q,"Financial Services, Auto Insurance, Life Insurance, Home & Rental Insurance, Insurance",North Las Vegas,Allstate Insurance: Lydia Hernandez,89032,3.5,NV
"7150 E Camelback Rd, Ste 310",EdeCgDn9XfSulY0DmSwVCA,"Life Insurance, Financial Services, Insurance, Health Insurance Offices, Health & Medical",Scottsdale,Rob Hess,85251,4.0,AZ
"2605 S Decatur Blvd, Ste 115",VcXzF9hKUyJZNrNgkzsiXg,"Insurance, Financial Services, Auto Insurance, Life Insurance, Home & Rental Insurance",Las Vegas,Freeway Insurance,89102,3.5,NV
6110 Parkland Blvd,DBM0lIFFkMlhfXQ0TGWQvQ,"Life Insurance, Insurance, Financial Services",Cleveland,Selman & Company,44124,1.0,OH
"3660 E University, Ste 2",BoiDlrYoSFDgX02d0rrh1A,"Financial Services, Financial Advising, Home & Rental Insurance, Auto Insurance, Insurance, Life Insurance, Investing",Mesa,Monique Allan - COUNTRY Financial representative,85205,2.5,AZ
"1825 W Chandler Blvd, Ste 1",Mr1unBOrzaq8bq1PlNnVKg,"Banks & Credit Unions, Auto Insurance, Insurance, Financial Services, Home & Rental Insurance, Life Insurance",Chandler,Adam Gettys - State Farm Insurance Agent,85224,4.5,AZ
8480 Placid St,jGnLkfqlVbmbp-Bw5Ex8NA,"Auto Insurance, Life Insurance, Financial Services, Home & Rental Insurance, Insurance",Las Vegas,Dawn Fisler - American National,89123,5.0,NV
"3923 S Mcclintock Dr, Ste 410",74EPO52NAXxuOK0sBpdeaQ,"Auto Insurance, Life Insurance, Insurance, Financial Services",Tempe,Farmers Insurance - Ashlee Candelaria,85282,4.5,AZ
,YONVFCF2RoSUFEndbVTOww,"Life Insurance, Auto Insurance, Financial Services, Home & Rental Insurance, Insurance",Henderson,Kevin Walker Insurance,89012,4.0,NV
"3218 E Bell Rd, Ste 25",FWNoYwndpV88gYAxpjsYTQ,"Financial Services, Financial Advising, Auto Insurance, Life Insurance, Insurance, Home & Rental Insurance",Phoenix, L & A Insurance Services,85032,4.0,AZ
"3160 S Gilbert Rd, Ste 4",d3FZnKqJYt3tsrFkAxq27Q,"Financial Services, Auto Insurance, Insurance, Home & Rental Insurance, Life Insurance",Chandler,Allstate Insurance Agent: Jacque Riggs,85286,5.0,AZ
"3202 E Greenway Rd, Ste 1627",aGnZPtxIzhLJwQ7iGVtJCg,"Financial Services, Home & Rental Insurance, Auto Insurance, Insurance, Life Insurance",Phoenix,Chris Wing - State Farm Insurance Agent,85032,5.0,AZ
"3260 N Hayden Rd, Ste 210",LKH4GWgp-SwkyvttTWU7ow,"Financial Services, Life Insurance, Auto Insurance, Insurance, Home & Rental Insurance",Scottsdale,Desert Breeze Insurance,85251,5.0,AZ
"3291 N Buffalo Dr, Ste 110",tAEObdpNAr4uYtTRkYhmuw,"Auto Insurance, Life Insurance, Home & Rental Insurance, Insurance, Financial Services",Las Vegas,ANI Cindy K Agency,89129,5.0,NV
"14300 N Northsight Blvd, Ste 211",JFN7PmFmda3g18mqSfWVJg,"Financial Services, Home & Rental Insurance, Life Insurance, Auto Insurance, Insurance",Scottsdale,Homeowners Insurance Group,85260,5.0,AZ
7206 McKnight Rd,432dZkZCHl8CxTjjZcrvAg,"Auto Insurance, Home & Rental Insurance, Financial Services, Life Insurance, Insurance",Pittsburgh,Allstate Insurance: Thomas Bianco,15237,3.5,PA
8280 W Union Hills Dr,zZPCAFK85NtitSNVP_wfYg,"Financial Services, Auto Insurance, Insurance, Life Insurance, Home & Rental Insurance",Glendale,Allstate Insurance: Fontella Van Camp,85308,3.5,AZ
124 Ingram Ave,tioMC2-mHzW32Tu9qxcepA,"Insurance, Financial Services, Life Insurance, Home & Rental Insurance, Auto Insurance",Pittsburgh,Ron Dunn Agency,15205,4.0,PA
"9069 W Olive Ave, Ste A-104",pSt2df0jL189khzj5ngW4A,"Insurance, Financial Services, Home & Rental Insurance, Auto Insurance, Life Insurance",Peoria,Allstate Insurance Agent: The Valley West Agency,85345,5.0,AZ
"14555 N Scottsdale Rd, Ste 320",9ySP50htb3PFWgmAx_yLqw,"Home & Rental Insurance, Life Insurance, Auto Insurance, Financial Services, Insurance",Scottsdale,Palomino Insurance Agency,85254,4.0,AZ
"2520 Saint Rose Pkwy, Ste 103",GofeUkCl94KSq6dqBtenxQ,"Home & Rental Insurance, Life Insurance, Financial Services, Real Estate Agents, Real Estate, Auto Insurance, Home Services, Insurance",Henderson,Sean Stewart Agency - American Family Insurance,89074,3.5,NV
"4195 S Grand Canyon Dr, Ste 106",Z10IxsMvkbt-sfrg8OJpow,"Financial Services, Auto Insurance, Home & Rental Insurance, Insurance, Life Insurance",Las Vegas,Allstate Insurance: Maria Miuccio,89147,5.0,NV
"7373 N Scottsdale Rd, Ste A240",f6Rmxt7iyD9VQPSBRtyJBQ,"Financial Services, Home & Rental Insurance, Life Insurance, Insurance, Auto Insurance",Scottsdale,Brett Gaboury - State Farm Insurance Agent,85253,5.0,AZ
"2045 S Vineyard, Ste 152",SujRQoprIz-FhzRICiHeNA,"Insurance, Auto Insurance, Financial Services, Life Insurance, Home & Rental Insurance",Mesa,Imes Insurance Associates,85210,5.0,AZ
"8155 E Indian Bend Rd, Ste 105",ICb40uV-PUL1hSJjaHEnJQ,"Life Insurance, Financial Services, Auto Insurance, Insurance, Home & Rental Insurance",Scottsdale,Don Neeley Agency,85250,5.0,AZ
1241 John Q Hammons Dr,km2PtgozRgycboykaYXgCQ,"Insurance, Life Insurance, Home & Rental Insurance, Auto Insurance, Financial Services",Madison,Rural Mutual Insurance Company,53717,2.5,WI
"3606 N Rancho Dr, Ste 140",eJ55rNlpb6aRYKBImBIOGA,"Auto Insurance, Financial Services, Life Insurance, Insurance, Home & Rental Insurance",Las Vegas,1source Insurance Group,89130,5.0,NV
"7345 S Durango Dr, Ste 108",X2npIOOjxpIRtrF3xgkk1A,"Insurance, Financial Services, Auto Insurance, Home & Rental Insurance, Life Insurance",Las Vegas,American Family Insurance - Heather Spencer Agency,89113,4.0,NV
5645 Spring Mountain Rd,4f9zyUI3loYe1z6lXLip8g,"Auto Insurance, Insurance, Financial Services, Home & Rental Insurance, Life Insurance",Las Vegas,Freeway Insurance,89146,3.5,NV
"1955 E Tropicana Ave, Ste H",KfyXFYuRTEJTisPMsrDOpQ,"Financial Services, Insurance, Auto Insurance, Life Insurance, Home & Rental Insurance",Las Vegas,Alliance Insurance Agency,89119,5.0,NV
"700 N Estrella Pkwy, Ste 200",GdlrKQaR_BHqAQ6WO5UKSA,"Life Insurance, Auto Insurance, Home & Rental Insurance, Insurance, Financial Services",Goodyear,Kurt Bojarski -  American Family Insurance,85338,3.5,AZ
"9325 Center Lake Dr, Ste 130",GE2I21ZJMlrOtJ1_dnRCEA,"Financial Services, Auto Insurance, Life Insurance, Insurance, Home & Rental Insurance",Charlotte,GEICO Insurance Agent,28216,4.5,NC
"4343 N Scottsdale Rd, Ste 300",VAtV52a5etfyCYrVHLUJJQ,"Financial Advising, Insurance, Financial Services, Life Insurance",Scottsdale,Sagicor Life Insurance Company,85251,2.5,AZ
,-oZtmu_M3Q2uc6HbzCxVFQ,"Health & Medical, Insurance, Health Insurance Offices, Financial Services, Life Insurance",Chandler,Bruno Nascimento - Health Insurance Broker,85225,4.5,AZ
,HPf2w40jVbz3vErI22rz4g,"Financial Services, Home & Rental Insurance, Auto Insurance, Insurance, Life Insurance",Huntersville,Melanie Foushee Poteat Insurance,28078,2.5,NC
"702 Bloomington Rd, Ste 205",YklSTCQsb1chav_BqvKfUg,"Auto Insurance, Life Insurance, Insurance, Professional Services, Home & Rental Insurance, Financial Services",Champaign,Rueck Insurance,61820,5.0,IL
"4041 E Thomas Rd, Ste 109",Un7kvJDRWtSQkMZddMnlSg,"Insurance, Financial Services, Auto Insurance, Home & Rental Insurance, Life Insurance",Phoenix,Freeway Insurance,85018,3.0,AZ
"6020 W Flamingo Rd, Ste 12",0M4fn7ib4zJF6CF0XPLSfg,"Financial Services, Life Insurance, Insurance, Home & Rental Insurance, Auto Insurance",Las Vegas,Allstate Insurance: Regan and Ginger Agency,89103,4.5,NV
"21620 N 19th Ave, Ste A-5",vgdTO9LqZ07k7Bz2KHBhrw,"Financial Services, Insurance, Life Insurance",Phoenix,Phoenix Health Insurance,85027,4.5,AZ
"3030 S Rural Rd, Ste 104",KF3E3GeUD2NXeXeUl91GYg,"Financial Services, Auto Insurance, Insurance, Home & Rental Insurance, Life Insurance",Tempe,Allstate Insurance: Don Stoll,85282,2.0,AZ
"2525 W Horizon Ridge Pkwy, Ste 210",72VeMkF5kS8fBs2apxmsmg,"Financial Services, Home & Rental Insurance, Life Insurance, Auto Insurance, Insurance",Henderson,Craveiro Agency - All Nevada Insurance,89052,4.0,NV
431 W Cottage Grove Rd,eJA5nK0Td5c3ogMNpvDteA,"Financial Services, Auto Insurance, Home & Rental Insurance, Life Insurance, Insurance",Cottage Grove,Allstate Insurance: Scott Feit,53527,4.0,WI
"6731 W Alexander Rd, Ste 106",84Afv7WdD0RZ4nTK2W5KXA,"Financial Services, Insurance, Life Insurance, Auto Insurance, Home & Rental Insurance",Las Vegas,Allstate Insurance: William Duran,89108,2.5,NV
"4990 W Craig Rd, Ste A-7",T7O79jOeJ00NysW6lsXpTw,"Financial Services, Life Insurance, Insurance, Home & Rental Insurance, Auto Insurance",Las Vegas,Allstate Insurance: Brittny Perry,89130,5.0,NV
"11024 N 28th Dr, Ste 240",lSzkXsRdC6Y5QWetgyshwQ,"Life Insurance, Health & Medical, Health Insurance Offices, Insurance, Financial Services",Phoenix,Ethan J Pickner- USHealth Advisors,85029,5.0,AZ
5513 S Eastern Ave,nE839kwA1bRZVYKNMx2dWw,"Financial Services, Life Insurance, Home & Rental Insurance, Insurance, Auto Insurance",Las Vegas,Brooks Whitmore - State Farm Insurance Agent,89119,4.5,NV
"3300 S Decatur Blvd, Ste 12",dYdfK-7eQEXC5vaBM9iDpg,"Life Insurance, Auto Insurance, Roadside Assistance, Tax Services, Automotive, Insurance, Home & Rental Insurance, Financial Services",Las Vegas,Toro Insurance and Taxes,89102,3.5,NV
"7435 W Azure Dr, Ste 150",yhIZGPqNp76xxeN7UC75qA,"Financial Services, Home & Rental Insurance, Life Insurance, Auto Insurance, Insurance",Las Vegas,Allstate Insurance Agent: Yvette Beck,89130,2.5,NV
"6440 N Durango Dr, Ste 144",m_Ya56gz3GYv_moJIGnCkg,"Auto Insurance, Home & Rental Insurance, Life Insurance, Insurance, Financial Services",Las Vegas,American Family Insurance - Matthew Meron Agency,89149,3.5,NV
"8010 W Sahara Ave, Ste 140",ywkqeOQJ8prz7-a6rGWumQ,"Financial Services, Insurance, Home & Rental Insurance, Auto Insurance, Life Insurance, Mortgage Lenders, Mortgage Brokers, Home Services, Real Estate",Las Vegas,Valley West Mortgage,89117,3.5,NV
"6522 N 16th St, Ste 3",YIB0G07n6ZS1ujqXkUsPcw,"Financial Services, Home & Rental Insurance, Insurance, Life Insurance, Auto Insurance",Phoenix,Insurance Savers,85016,2.5,AZ
"11024 N 28th Dr, Ste 240",9Wcbia0wKpitwUGuDQ9b7w,"Health & Medical, Life Insurance, Health Insurance Offices, Insurance, Financial Services",Phoenix,Dawn Black - US Health Advisors,85029,5.0,AZ
,X07RdsUxbNJlAdMsqj9Bpw,"Financial Services, Auto Insurance, Life Insurance, Home & Rental Insurance, Insurance",Las Vegas,Harold Loyd Insurance Agency,89145,5.0,NV
"6450 Spring Mountain Rd, Ste 10",Y2O3x0yv75IjytcoVcPuHg,"Auto Insurance, Home & Rental Insurance, Insurance, Life Insurance, Financial Services",Las Vegas,Diana Xu - State Farm Insurance Agent,89146,3.5,NV
1324 Pearl Rd,VHlzOgycjgbnyyE2CiB8aA,"Home & Rental Insurance, Auto Insurance, Financial Services, Insurance, Life Insurance",Brunswick,Homestead Insurance Agency,44212,5.0,OH
"8390 S Rainbow Blvd, Ste 104",37YSr4e6_dDgnnfv4iqjiA,"Life Insurance, Financial Services, Insurance, Auto Insurance, Home & Rental Insurance",Las Vegas,Allstate Insurance Agent: The Taylor Family Agency,89139,3.5,NV
"207 N Gilbert Rd, Ste 001",D1Nt3Dct4B-r8z4Q7BgLOg,"Life Insurance, Financial Advising, Auto Insurance, Financial Services, Insurance, Home & Rental Insurance",Gilbert,Elite Insurance Group,85234,4.5,AZ
"3740 E Southern Ave, Ste 201",xDVkVo8vrTJw2KfKKFlx-A,"Financial Services, Home & Rental Insurance, Life Insurance, Auto Insurance, Insurance",Mesa,Allstate Insurance: Roger Bentley,85206,5.0,AZ
6290 S Rainbow Blvd,Xx9zZ1eNqmJiNWo_txLzcQ,"Financial Services, Insurance, Home & Rental Insurance, Auto Insurance, Life Insurance",Las Vegas,Advance Insurance & Benefits,89118,4.0,NV
"2470 W Ray Rd, Bldg G, Ste 3",NBOYSIooGU4R1DaVdLJQLA,"Insurance, Auto Insurance, Life Insurance, Financial Advising, Investing, Home & Rental Insurance, Financial Services",Chandler,Mark Derrico - COUNTRY Financial representative,85224,3.5,AZ
"1560 W Warner Rd, Ste 201",dYpUzW3w52eFxayVmDQjdg,"Financial Services, Life Insurance, Auto Insurance, Home & Rental Insurance, Insurance",Gilbert,Allstate Insurance Agent: Joe Kennedy,85233,5.0,AZ
"8375 W Flamingo Rd, Ste 102",PeUHpCsJCIlmnRSeAmT52g,"Auto Insurance, Financial Services, Insurance, Life Insurance, Home & Rental Insurance",Las Vegas,Distinctive Insurance,89147,4.5,NV
"2948 E Russell Rd, Ste A",RGVgrEOE7virBx2aqkbPbQ,"Life Insurance, Home & Rental Insurance, Insurance, Auto Insurance, Financial Services",Las Vegas,All Nevada Insurance,89120,4.0,NV
,1nssK_8alg_UEdtZijj8wQ,"Financial Services, Home & Rental Insurance, Life Insurance, Auto Insurance, Insurance",Las Vegas,Justin Loeber Insurance,89129,2.0,NV
"8691 W Sahara Ave, Ste 200",71OhIBf4pbL6CQoLeVjqng,"Insurance, Financial Services, Life Insurance",Las Vegas,American Income Life Insurance Company,89117,4.0,NV
"5055 W Ray Rd, Ste 22",C1Mu8Sjk9ArI4c5z0DVXSQ,"Financial Services, Auto Insurance, Life Insurance, Insurance, Home & Rental Insurance",Chandler,Allstate Insurance: Kevin Lum,85226,4.0,AZ
,ZSSpHwi9Ks_1H_a-IAzCwQ,"Insurance, Financial Services, Auto Insurance, Home & Rental Insurance, Life Insurance",Phoenix,David Sanders Insurance,85044,4.0,AZ
"8100 E Indian School Rd, Ste 102",LNjTazm_E1gT7pFDBTiWjQ,"Home & Rental Insurance, Financial Services, Insurance, Auto Insurance, Life Insurance",Scottsdale,Brock T Quinn - State Farm Insurance Agent,85251,5.0,AZ
6000 American Pkwy,fsk-sPpo1yIG0-kLKsvS5A,"Insurance, Auto Insurance, Life Insurance, Home & Rental Insurance, Financial Services",Madison,American Family Insurance,53783,1.5,WI
"8900 E Pinnacle Peak Rd, Ste 220",y5J_HrtnnA2-nB6KZ4X0Xg,"Life Insurance, Insurance, Home & Rental Insurance, Financial Services, Auto Insurance",Scottsdale,Farmers Insurance - Joseph Fritz,85255,3.5,AZ
"10075 S Eastern Ave, Ste 109",o64dQ9LXZ_UfnzGDdVutbg,"Insurance, Roadside Assistance, Auto Repair, Travel Services, Hotels & Travel, Auto Insurance, Home & Rental Insurance, Life Insurance, Automotive, Towing, Financial Services, Investing",Henderson,AAA-Anthem,89052,4.0,NV
"4089 Spring Mountain Rd, Ste 2",PWYAO6wUhlJdFoIRKAotXg,"Insurance, Auto Insurance, Financial Services, Life Insurance, Home & Rental Insurance",Las Vegas,Allstate Insurance: Yuqing Zhang,89102,2.5,NV
,uPOCtXFMpkCjllwAscQBDg,"Auto Insurance, Financial Services, Insurance, Life Insurance, Home & Rental Insurance",Gilbert,Phaedra Earhart Insurance,85296,5.0,AZ
"2298 W Horizon Ridge Pkwy, Ste 100",Fvs3xMQQp2ftCxaxik3rcA,"Insurance, Auto Insurance, Life Insurance, Home & Rental Insurance, Financial Services",Henderson,Farmers Insurance - Birant Or,89052,5.0,NV
"6914 Matthews Mint Hill Rd, Ste 150",UD9bpB7Y0mpLSptCy6atlA,"Home & Rental Insurance, Life Insurance, Auto Insurance, Financial Services, Insurance",Charlotte,Superior Insurance - Travis McCray Agency,28227,3.5,NC
"4742 N 24th St, Ste 300A",iOZ8nqLgnTFRJpgQTlTyww,"Auto Insurance, Insurance, Life Insurance, Home & Rental Insurance, Financial Services",Phoenix,Coriano Insurance Agency,85016,5.0,AZ
"8147 E Evans Rd, Ste B-07",jI8YbxlBz6pJVr6KfCOuBQ,"Home & Rental Insurance, Auto Insurance, Insurance, Financial Services, Life Insurance",Scottsdale,Pinnacle Peak Insurance Group,85260,5.0,AZ
"8850 S Maryland Pkwy, Ste 115",WC4V4Pe6D1a4XOO7QyG9vQ,"Financial Services, Life Insurance, Auto Insurance, Insurance, Home & Rental Insurance",Las Vegas,Amber Arlint - State Farm Insurance Agent,89123,5.0,NV
